#sample_id	predicted_ancestry	given_ancestry	EAS_prob	AFR_prob	AMR_prob	SAS_prob	EUR_prob	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
HG03040	AFR	AFR	0	0.9999	1e-4	0	0	61.9821	-16.6181	-0.6072	2.1136	1.8271	-3.2825	-1.545	6.5465	0.4347	0.536
NA20516	EUR	EUR	0	0	0.0101	0	0.9899	-0.0407	13.2489	3.4298	9.2236	-1.6383	-6.6005	-0.1097	4.0716	2.4698	-5.1585
NA19010	EAS	EAS	1	0	0	0	0	-8.2861	-44.3893	3.2868	5.1923	-8.3869	-4.1109	-7.3364	4.5762	-5.6549	-3.0166
HG01873	EAS	EAS	1	0	0	0	0	-5.9758	-44.2887	1.0701	8.5369	5.5924	-1.4958	-2.5642	6.235	-3.5856	-0.564
HG03928	SAS	SAS	0	0	0	1	0	1.932	-10.5586	-17.4325	-5.6797	4.151	-5.5238	-2.5213	2.764	2.5866	-2.3063
NA18856	AFR	AFR	0	1	0	0	0	62.5864	-18.1737	-0.2266	1.5985	0.8248	-3.2449	-3.7924	4.9391	-3.1002	-2.593
HG03259	AFR	AFR	0	0.9986	0.0014	0	0	60.8294	-16.8365	-0.9899	2.107	1.0427	-1.2066	-0.8797	6.4584	-3.741	-3.5258
NA18501	AFR	AFR	0	1	0	0	0	61.7685	-17.2447	-0.2027	1.9551	3.9098	-3.4328	-7.0219	8.0063	3.1451	-0.4377
HG01853	EAS	EAS	1	0	0	0	0	-5.7723	-44.3716	-0.6173	5.9532	5.9604	-4.2307	-4.7804	5.3585	-0.5386	-2.3189
NA21093	SAS	SAS	0	0	0	1	0	1.2382	-5.1451	-20.9967	-5.6884	3.9478	-2.4094	-8.0524	9.0122	-1.6009	-3.7023
HG01612	EUR	EUR	0	0	0.0461	0	0.9539	2.5418	11.9428	5.4915	9.1685	7.5785	-1.9464	-4.8739	5.9297	-0.5467	0.5222
HG02122	EAS	EAS	1	0	0	0	0	-5.7301	-45.5829	-0.7295	7.0235	4.4922	-0.3197	-3.4261	6.717	1.903	-3.3815
HG02691	SAS	SAS	0	0	0	1	0	0.2689	-0.4028	-11.4647	-1.4328	0.1495	-4.0209	-3.0697	3.196	-3.4416	-2.6946
HG01868	EAS	EAS	1	0	0	0	0	-7.4627	-42.3988	-0.5221	6.7632	8.956	-4.9366	-3.3978	0.676	1.3666	-0.4288
NA12813	EUR	EUR	0	0	0.0841	0	0.9159	-0.1799	12.6557	4.9378	7.861	-1.9577	2.447	-1.692	4.4461	-0.2311	-2.0532
HG04002	SAS	SAS	0	0	0	1	0	0.963	-6.9536	-21.4711	-4.7764	1.3596	-0.8235	-2.4453	5.7037	1.4013	-0.5716
NA19701	AFR	AFR	0	0.9917	0.0083	0	0	51.5419	-12.8766	-0.6693	0.7622	1.6816	-1.565	-3.4415	2.3683	0.5897	-3.3912
HG03838	SAS	SAS	0	0	0	1	0	1.5078	-9.2657	-19.551	-6.6954	1.123	-2.9946	-6.4722	6.2291	-1.6251	-2.0132
HG01162	AMR	AMR	0	3e-4	0.9974	1e-4	0.0022	5.4787	3.8044	7.3819	-0.9494	2.2415	-8.2521	-7.138	0.0775	-3.6977	0.9123
HG02429	AFR	AFR	0	0.9999	1e-4	0	0	57.8044	-14.8814	1.0561	3.7339	4.4684	-5.3531	-8.4257	3.1632	-2.7695	1.4814
NA11893	EUR	EUR	0	0	0.2968	1e-4	0.7032	-1.6368	11.6239	3.6705	9.5499	0.8519	-0.6461	-0.7767	5.5782	-1.2714	0.3099
NA18516	AFR	AFR	0	0.9999	1e-4	0	0	62.6005	-18.4582	0.0905	0.7192	3.7435	-2.47	-3.5014	6.2456	-0.8484	-2.421
HG03280	AFR	AFR	0	0.9999	1e-4	0	0	64.1631	-17.6369	-0.2067	0.9739	1.4754	-0.707	-6.6518	7.0013	1.5691	-2.9776
NA11932	EUR	EUR	0	0	0.009	0	0.991	0.0119	12.356	4.223	8.4645	2.1268	0.0417	-1.9925	0.3179	3.3968	-2.3805
HG01479	AMR	AMR	0	0.0026	0.9952	0.0017	5e-4	3.0247	6.758	6.6618	3.5279	1.2532	-4.7205	-2.3351	8.8242	-2.9418	1.165
NA19087	EAS	EAS	1	0	0	0	0	-9.5681	-44.0004	3.1432	4.7088	-5.7807	-3.5087	-3.7522	3.6262	-3.0998	0.1065
HG00339	EUR	EUR	0	0	0.0061	0	0.9939	-1.9133	8.3031	5.5089	8.0272	5.8202	4.6404	-1.8585	8.4323	-2.2453	0.7476
HG01796	EAS	EAS	1	0	0	0	0	-9.0208	-44.8272	0.4961	8.4932	8.0384	-5.8631	-3.3513	5.6665	1.4821	-3.0581
NA19914	AFR	AFR	0	0.9994	6e-4	0	0	44.292	-9.2706	0.5881	3.2216	3.1994	-5.124	-4.089	7.4283	-3.5682	-0.3088
NA19438	AFR	AFR	0	1	0	0	0	59.984	-18.0656	0.3813	1.9353	2.9271	-2.4394	-5.6206	0.7427	1.1856	-0.265
HG00275	EUR	EUR	0	0	1e-4	0	0.9999	-0.389	9.5568	5.7238	10.0199	-1.0587	5.9843	-4.2436	1.9908	0.0327	-3.3147
HG02497	AFR	AFR	0	1	0	0	0	60.7185	-16.0177	0.7729	1.7963	1.3022	-2.5291	-5.5371	6.7345	-0.3508	-2.5454
HG03685	SAS	SAS	0	0	0	1	0	1.0492	-7.5224	-18.0771	-5.6649	2.2597	-0.3419	-0.8417	3.2951	4.7243	-1.991
HG00580	EAS	EAS	1	0	0	0	0	-7.7588	-42.6766	1.7914	6.2213	1.2862	-2.4097	-3.0948	3.4805	-0.9819	-0.3464
NA19446	AFR	AFR	0	0.9991	9e-4	0	0	58.8239	-16.9209	-0.7016	0.6063	4.0164	-4.1691	-5.6315	-0.6136	-0.4896	-1.666
NA20524	EUR	EUR	0	0	0.0015	0	0.9985	1.7322	11.5631	3.3023	11.7018	1.3009	-7.9004	-5.9819	3.9476	0.5984	-0.5395
HG00259	EUR	EUR	0	0	0.0121	0	0.9879	-0.2612	12.0449	6.074	8.0249	-0.3358	-2.002	-7.0698	2.2844	0.3252	-4.5752
HG02166	EAS	EAS	1	0	0	0	0	-7.2816	-44.0082	1.2958	9.0739	7.6167	-5.9204	-5.4623	5.6563	0.4808	-1.2165
NA20296	AFR	AFR	0	0.9995	5e-4	0	0	48.096	-11.853	0.6041	3.3906	4.4692	-2.1739	-1.0643	7.8354	0.22	-1.7071
NA12890	EUR	EUR	0	0	0.2491	1e-4	0.7508	-0.19	12.0986	5.2965	8.8225	-0.4583	-2.1772	-5.8054	4.8035	4.3084	0.4737
HG00452	EAS	EAS	1	0	0	0	0	-6.8952	-44.4067	1.7219	7.7155	3.5538	-4.2588	-4.1111	4.0165	-6.2841	-3.0885
HG03951	SAS	SAS	0	0	0	1	0	2.7078	-7.24	-18.9258	-4.9883	2.1462	-1.5282	-2.5302	0.816	-2.2572	-3.6883
NA18528	EAS	EAS	1	0	0	0	0	-5.0561	-41.2493	3.0695	6.124	-5.9774	-0.9688	-4.2938	0.7471	-4.9739	-5.6353
NA18881	AFR	AFR	0	1	0	0	0	62.6255	-17.1109	-0.9087	1.7775	0.7279	-2.879	-5.2637	3.4248	-2.4023	-2.5726
HG01061	EUR	AMR	0	0	0.0971	0	0.9029	3.518	6.4249	9.5541	3.1763	1.9098	-4.3168	-5.1686	-1.2389	3.3245	3.7947
HG03636	SAS	SAS	0	0	0	1	0	0.9318	-2.4697	-14.2559	-3.2201	1.5186	-1.8173	-4.489	2.2174	-2.8296	2.3366
HG00117	EUR	EUR	0	0	3e-4	0	0.9997	-0.0848	12.4405	4.7033	10.3377	3.3169	-2.4798	-3.2668	4.7008	0.8162	-4.9341
NA12283	EUR	EUR	0	0	0.0059	0	0.9941	0.9248	11.859	4.7912	7.6707	1.5564	-4.5628	-7.5324	6.8981	-3.2326	-0.4997
HG03740	SAS	SAS	0	0	0	1	0	3.0105	-9.1228	-20.4013	-6.4383	1.7206	-2.5197	-5.0614	4.361	0.6027	-2.3504
HG01880	AFR	AFR	0	0.9302	0.0698	0	0	34.3382	-14.5774	-7.0265	-0.7997	3.7221	-3.1151	-0.2756	3.6499	-0.9066	0.8928
HG01464	AMR	AMR	0	0.0025	0.9975	0	0	11.2554	-4.2405	10.4715	-7.3525	3.4247	-0.9545	-4.7845	5.8225	1.2419	-1.1341
HG01113	AMR	AMR	1e-4	8e-4	0.999	0	1e-4	-1.0671	2.485	9.6314	-4.6106	1.5307	-6.3759	-1.4811	7.1595	-0.7146	-0.4
HG01528	EUR	EUR	0	0	7e-4	0	0.9993	2.8972	12.4697	5.026	10.7546	0.8897	-2.8412	-6.004	3.5221	-4.3516	-1.4065
HG01048	AMR	AMR	0	0	0.9996	0	3e-4	6.6136	8.6138	7.0727	0.7159	5.1833	-5.8611	-8.9995	6.0971	0.8897	-6.1636
NA19394	AFR	AFR	0	0.9993	7e-4	0	0	60.0178	-18.0361	0.318	-0.3124	4.7399	-0.9766	-5.3504	-1.6943	-2.485	-4.5357
HG01197	EUR	AMR	0	0	0.0943	0	0.9057	3.2175	6.0311	7.6771	1.4623	0.8677	-2.6899	-3.4385	1.6873	-4.8137	8.1958
HG02583	AFR	AFR	0	1	0	0	0	62.277	-16.9971	0.1154	1.4024	2.0504	-2.9937	3.4677	2.9384	-0.3719	-3.5026
HG01870	EAS	EAS	1	0	0	0	0	-7.4104	-43.9153	1.365	6.9854	7.7253	-3.6672	-6.0227	1.3817	0.8488	-2.1543
HG01098	AMR	AMR	0	2e-4	0.9997	0	0	6.5079	5.2486	7.9243	2.1351	2.2952	-8.1485	-2.3146	4.1418	-3.5254	3.9651
HG03770	SAS	SAS	0	0	0	1	0	0.9224	-9.5931	-18.4815	-3.8529	2.1523	-1.0006	-1.5684	0.8731	-1.1284	-3.3157
NA18986	EAS	EAS	1	0	0	0	0	-7.0124	-42.1927	3.3881	4.2466	-4.0641	-3.9747	-1.7765	6.1657	-0.3525	-3.4328
HG00251	EUR	EUR	1e-4	0	0.0056	0	0.9944	0.5438	12.1753	6.0034	9.1715	2.241	-2.2876	-6.1742	2.9194	-5.887	-1.6008
NA20531	EUR	EUR	0	0	0.1474	0	0.8525	1.2345	10.6099	4.7513	8.3082	2.4408	-6.652	-1.6885	-3.0439	-1.2584	0.201
NA18609	EAS	EAS	1	0	0	0	0	-7.0118	-41.1426	2.4201	6.0185	-2.9489	-0.4188	-1.8871	3.0593	-6.9121	-4.7763
HG02035	EAS	EAS	1	0	0	0	0	-6.6255	-43.2718	-0.2773	7.9004	9.0536	-4.5972	-4.4663	6.9734	-4.7364	-1.7304
HG00734	AMR	AMR	0	3e-4	0.9997	0	0	4.0365	3.0711	10.7104	0.1644	3.5269	-3.8013	-3.0128	4.6825	-0.4341	0.0933
NA20786	EUR	EUR	0	0	0.0113	0	0.9887	0.7894	11.0304	4.4863	6.9586	-0.0369	-7.4715	-2.5793	7.1304	0.0132	-3.5659
HG03061	AFR	AFR	0	1	0	0	0	64.1062	-17.5439	-1.4718	1.9494	1.3545	-1.5547	-1.3672	6.4486	-1.2708	1.4843
HG01432	AMR	AMR	1e-4	2e-4	0.9727	0.0011	0.026	2.066	1.8161	8.7236	-0.3553	4.5619	-7.7093	-5.5731	2.1887	-1.7699	-3.3685
HG02278	AMR	AMR	0	0.0015	0.9985	0	0	-6.8358	-22.0693	22.4746	-36.329	3.0075	-2.7013	-6.4465	5.2448	-1.6332	1.2206
HG00325	EUR	EUR	0	0	9e-4	0	0.9991	-3.3948	6.2976	6.3113	8.9204	5.5021	12.1355	-1.2731	4.2973	-3.5544	-1.8713
HG00638	AMR	AMR	0	2e-4	0.9982	1e-4	0.0014	11.3131	4.6046	7.4578	0.2137	2.5484	-7.2427	-5.2988	3.7028	-1.1405	-2.2438
HG03854	SAS	SAS	0	0	0	1	0	2.0671	-8.1364	-20.3879	-7.6449	2.3725	-2.4261	-0.9682	-0.6207	-1.6577	-7.0875
NA19731	AMR	AMR	0	0	1	0	0	-8.0188	-24.8857	21.2866	-35.6439	3.6213	0.0592	-2.5913	3.0785	-0.9921	-0.0234
HG02731	SAS	SAS	0	0	0	1	0	0.0291	-5.4923	-15.2725	-2.2648	1.985	-5.8603	-6.2146	4.8867	0.2625	0.2463
HG00112	EUR	EUR	0	0	0.0023	0	0.9977	0.3077	14.0155	5.0645	9.4944	7.1932	-2.9191	-5.674	2.3723	1.3228	-0.1997
HG03342	AFR	AFR	0	1	0	0	0	62.9018	-17.5894	0.0018	0.2843	3.5029	-0.7572	-5.4195	5.0016	-0.7035	0.2288
HG02379	EAS	EAS	1	0	0	0	0	-8.3594	-43.5457	0.1534	7.4916	8.9015	-2.4762	-6.5171	2.7956	1.2874	1.9433
HG03640	SAS	SAS	0	0	0	1	0	0.8291	-8.3313	-17.72	-4.7687	1.9726	-0.4065	-3.3849	7.4175	1.6639	-3.5272
NA20854	SAS	SAS	0	0	0	1	0	-0.1034	-3.5177	-14.3428	-2.488	4.0599	-1.284	0.6121	6.3048	-4.6229	4.2983
HG00157	EUR	EUR	0	0	0.1051	0	0.8949	0.3416	11.0099	6.7451	9.8477	4.0041	-4.4339	-1.4031	2.7128	-4.7028	-0.5536
HG02108	AFR	AFR	0	0.9978	0.0022	0	0	51.5076	-12.9377	1.4723	2.3312	0.6584	-2.4137	-4.3383	-0.3999	0.2961	1.1982
HG02760	AFR	AFR	0	1	0	0	0	61.4373	-17.0675	0.1329	1.3639	-0.4175	-4.4115	0.5072	2.5835	-4.6161	0.0975
HG01398	AMR	AMR	0	0.0065	0.9935	0	0	9.5289	1.5768	8.3335	-0.678	-1.3534	-6.9734	-6.3428	2.0762	0.7143	2.8111
NA19316	AFR	AFR	0	0.9981	0.0019	0	0	57.4224	-17.4292	-0.2674	2.1993	4.9938	-4.1643	-4.4985	2.0658	-1.647	-3.454
NA19079	EAS	EAS	1	0	0	0	0	-6.9137	-44.053	1.8956	4.0664	-4.7808	-2.095	-2.4605	3.8319	-2.7926	-0.9132
HG01927	AMR	AMR	0	0.0011	0.9989	0	0	-8.8167	-22.1433	22.5501	-37.1455	3.9215	-0.4944	-3.989	4.832	-1.4675	-1.497
NA18537	EAS	EAS	1	0	0	0	0	-7.9537	-43.0989	2.0632	6.2302	-3.077	-1.1359	-4.9386	6.0531	-4.9068	-3.571
HG01174	AMR	AMR	0	0	0.999	1e-4	9e-4	3.6274	6.0326	5.8948	3.3136	0.7534	-5.077	-4.255	5.8258	-0.3844	-3.8934
HG00278	EUR	EUR	0	0	8e-4	0	0.9992	-0.4276	9.5056	5.0141	8.8869	4.1718	7.7095	-3.9689	4.1528	-2.1303	-2.8948
NA18871	AFR	AFR	0	1	0	0	0	62.5874	-17.9201	-0.1279	0.5812	1.7332	-3.1445	-3.0986	4.2359	-0.149	0.0778
HG01079	AMR	AMR	0	6e-4	0.9993	0	0	8.5627	2.5954	6.731	3.0233	4.1487	-7.0054	-0.5277	3.4537	4.2504	-4.523
HG00327	EUR	EUR	0	0	1e-4	0	0.9999	-0.7873	9.2335	6.6221	8.75	2.4641	5.9063	-0.8006	0.2496	0.5157	1.2896
NA20790	EUR	EUR	0	0	0.0029	0	0.9971	1.9973	13.9295	3.1562	9.6888	0.1769	-4.3317	-1.4064	7.7365	-4.4491	3.2265
HG01777	EUR	EUR	0	0	0.1002	0	0.8998	-0.2062	12.8519	5.4385	9.954	-1.2314	-8.596	-4.8344	8.3645	0.8676	-3.4512
HG03974	SAS	SAS	0	0	0	1	0	1.1984	-5.3069	-19.5067	-3.9017	6.2635	-4.5944	-1.1919	1.597	0.6788	0.6264
HG01773	EUR	EUR	0	0	0.0245	0	0.9755	2.0252	12.0588	6.3296	9.8999	2.6156	-8.0472	-2.5196	4.714	-2.5315	-1.5235
NA19651	AMR	AMR	0	0	0.9998	1e-4	1e-4	3.3927	1.7249	9.9693	-5.2916	-0.0681	-6.3427	-1.579	5.1474	-4.7195	-1.4037
NA20519	EUR	EUR	0	7e-4	0.0129	8e-4	0.9855	1.6758	13.0706	3.5114	10.0785	3.1306	-7.2669	-2.1344	3.9861	0.4261	-1.8153
HG01506	EUR	EUR	0	1e-4	0.0128	0.0017	0.9854	2.2633	13.1872	4.0568	8.6224	-0.9447	-2.2133	-3.935	4.8193	3.4024	-0.6453
HG00231	EUR	EUR	0	0	0.0204	0	0.9796	-0.6358	12.2906	6.4113	7.0033	0.9396	-4.4143	-2.0704	1.8689	-1.4551	-2.736
NA19146	AFR	AFR	0	0.9998	2e-4	0	0	62.5649	-18.0408	-0.0745	0.5608	3.0617	-2.6641	-3.3336	3.6623	-1.6291	0.2153
HG01187	AMR	AMR	0	0.0066	0.993	1e-4	3e-4	7.3352	-3.3725	10.0175	-4.6682	0.7069	-4.8144	-5.0106	1.1922	1.4534	2.4099
HG02283	AFR	AFR	0	0.9883	0.0117	0	0	48.8535	-10.3421	2.8496	2.6496	2.6339	-0.7494	-4.6331	7.2224	1.2477	2.9858
NA20298	AFR	AFR	0	1	0	0	0	58.0006	-16.0879	-0.4113	1.3327	4.3698	-2.841	-4.1399	5.384	-0.8498	-1.2259
HG03731	SAS	SAS	0	0	0	1	0	1.9609	-7.0781	-20.202	-5.4896	2.3598	-5.3543	-2.5074	6.9596	-9.4497	1.462
HG02541	AFR	AFR	0	0.9913	0.0087	0	0	50.1587	-12.7617	0.3093	2.8988	1.4092	-2.5742	-6.8905	5.2496	-3.3117	-3.5954
NA19700	AFR	AFR	0	0.9983	0.0017	0	0	53.1034	-12.7101	1.0728	1.3998	2.6508	-0.8499	-3.3934	2.1468	0.2255	-1.1019
NA19332	AFR	AFR	0	0.9999	1e-4	0	0	59.2366	-16.9521	-0.1234	1.9582	2.8043	-4.0116	-7.2475	1.2706	2.7475	-0.7945
NA19462	AFR	AFR	0	0.9991	9e-4	0	0	59.5188	-17.4108	-0.0244	0.4276	2.5189	-1.6276	-9.2131	1.3677	0.3151	-3.3505
NA19436	AFR	AFR	0	1	0	0	0	59.1768	-17.8498	-0.5786	1.5273	3.2028	-3.4789	-4.7169	0.2659	1.6814	2.1661
HG01977	AMR	AMR	0	6e-4	0.9994	0	0	-5.9948	-17.0291	19.25	-31.2668	1.4928	-2.316	-5.5086	1.0224	-3.4945	-0.6422
HG01403	AMR	AMR	0	0.0025	0.9767	0	0.0208	9.6653	-1.5501	6.5637	-0.1255	2.3179	-6.6487	0.3001	1.5397	-4.1874	2.1881
HG03479	AFR	AFR	0	0.9994	6e-4	0	0	62.2347	-18.6697	1.1981	1.238	1.6716	-2.1231	-2.4637	5.3326	-1.7875	-3.2273
HG01112	AMR	AMR	0	0	0.9484	3e-4	0.0513	0.454	10.8213	6.0507	5.3125	1.2615	-2.8906	-1.645	0.9123	-3.2057	-3.8453
NA20886	SAS	SAS	0	0	0	1	0	0.8832	-2.7947	-15.0296	-3.2949	-5.7876	-1.1807	-3.2988	1.8948	-2.3859	-1.412
NA18526	EAS	EAS	1	0	0	0	0	-6.972	-44.1505	3.1076	7.2947	2.6459	-3.9698	-4.4868	4.0121	-2.234	-1.0981
HG03908	SAS	SAS	0	0	0	1	0	1.8068	-10.9243	-18.1375	-5.5472	2.3244	-1.772	-8.6371	5.7539	-0.4226	-2.5833
HG01857	EAS	EAS	1	0	0	0	0	-7.753	-43.5498	0.7535	7.0766	6.6217	-1.6178	-3.4241	3.6335	-1.4732	-1.923
HG02481	AFR	AFR	0	0.9764	0.0236	0	0	56.3869	-14.6462	0.3124	1.8916	1.6704	-0.2311	-3.5112	6.461	-2.9457	-5.5647
HG03937	SAS	SAS	0	0	0	1	0	0.1841	-11.3769	-16.7836	-4.7228	4.4904	-4.1916	-6.1577	4.8055	-3.1673	-3.4714
NA11831	EUR	EUR	0	0	0.0114	0	0.9886	0.4324	12.1114	5.2703	9.8447	1.1695	-2.816	-0.0302	3.9925	0.2461	-0.9759
HG04098	SAS	SAS	0	0	0	1	0	0.8942	-7.6861	-19.2108	-3.4877	5.0776	-3.1738	-4.0916	8.1936	-2.6352	-0.8467
HG03910	SAS	SAS	0	0	0	1	0	-1.0165	-10.7101	-18.337	-3.5928	1.4804	-5.2026	-2.2786	3.4678	-4.9759	3.9796
NA19159	AFR	AFR	0	1	0	0	0	62.6515	-17.3313	-0.3361	0.4257	3.1851	-4.0755	-3.5584	5.6076	-2.4871	-6.2145
HG03753	SAS	SAS	0	0	0	1	0	2.265	-7.9462	-18.8757	-5.7093	2.1842	-3.6195	-3.197	1.6095	-1.6828	1.2389
NA19090	EAS	EAS	1	0	0	0	0	-7.4317	-43.6216	3.0525	7.2447	-7.4082	-4.4285	-2.8614	2.4821	2.1009	-0.9597
NA20809	EUR	EUR	0	0	0.0897	0	0.9103	1.2369	12.2038	4.9775	8.6436	0.6128	-6.1735	-5.5937	5.8084	-5.4362	-4.0258
NA12716	EUR	EUR	0	0	0.0024	0	0.9976	-1.2753	14.0256	5.6527	8.0601	5.0937	-1.9388	-3.6521	3.1269	-1.7019	-3.3607
HG03625	SAS	SAS	0	0	0	1	0	0.8968	-1.4121	-13.205	-1.989	1.5891	-0.2561	-3.8902	1.5684	-2.3085	-1.4007
HG03832	SAS	SAS	0	0	0	1	0	-0.5784	-12.2028	-16.8787	-2.6839	3.2496	-2.9346	-4.3041	5.6697	2.6009	-4.6292
HG00115	EUR	EUR	0	0	0.0011	0	0.9989	-0.6561	11.7479	4.5927	9.3211	0.0395	-2.674	-1.9834	5.6059	-1.3272	-3.572
HG02860	AFR	AFR	0	1	0	0	0	59.9876	-17.2616	0.525	0.279	2.2619	-2.8144	-1.9042	4.3877	-1.7504	-2.3121
NA19713	AFR	AFR	0	0.988	0.012	0	0	45.3979	-9.2275	2.073	3.7006	0.701	-2.0701	-3.6673	5.0366	0.0451	-2.5085
NA19785	AMR	AMR	0	0.0027	0.9973	0	0	-1.5524	-13.0265	17.4877	-21.2117	2.4409	-3.8031	-2.1923	3.4118	-0.7871	-6.7216
NA19378	AFR	AFR	0	0.9998	2e-4	0	0	60.5594	-16.7802	0.1995	1.8864	1.3441	-3.4404	-6.8199	0.97	-2.7202	-0.9117
NA21089	SAS	SAS	0	0	0	1	0	1.7789	-6.0304	-18.7319	-4.2673	6.3033	-3.3445	-5.8973	8.3985	0.2155	-0.4522
HG02179	EAS	EAS	1	0	0	0	0	-5.6844	-44.9138	0.7825	8.3136	7.4501	-4.7015	-5.2442	5.5004	0.1105	-1.9754
HG03391	AFR	AFR	0	0.9999	1e-4	0	0	62.4389	-19.2134	-1.2068	0.8045	0.7062	-2.6017	-2.5268	3.1112	-4.6073	-2.2704
NA18646	EAS	EAS	1	0	0	0	0	-7.1061	-44.0308	2.1761	5.9746	-4.6648	-1.5486	-0.9738	3.4884	-4.5778	-6.2543
NA19065	EAS	EAS	1	0	0	0	0	-7.7897	-44.0276	3.7866	6.4158	-0.8281	-5.3504	-3.781	2.8013	2.4056	-4.3847
HG00531	EAS	EAS	1	0	0	0	0	-8.4539	-44.5099	3.8247	7.2258	6.9869	-4.9641	-3.1491	7.9518	-4.2228	-3.107
NA18629	EAS	EAS	1	0	0	0	0	-8.7028	-42.925	3.7719	6.098	4.3115	-0.9061	-1.3179	1.6194	1.3712	-5.2188
HG02383	EAS	EAS	1	0	0	0	0	-7.0628	-44.4236	-0.2388	8.2117	7.1676	-4.9395	-4.1579	4.5901	-1.4182	-3.424
NA19909	AFR	AFR	0	1	0	0	0	55.5016	-13.434	1.2625	1.4873	0.5919	-3.6457	-1.9901	2.5467	0.4876	-3.0068
HG00174	EUR	EUR	0	0	0.051	0	0.949	-1.6865	7.8748	7.141	8.1161	0.4563	3.9432	-1.7482	6.5997	-2.7713	2.5836
HG00308	EUR	EUR	0	0	0.0113	0	0.9887	-1.0083	8.3948	5.2179	6.6385	3.7181	8.76	-5.0335	3.3568	-2.9776	-9.7581
HG01924	AMR	AMR	0	0.0443	0.9557	0	0	0.7806	-19.9888	16.9834	-26.2416	3.5074	-2.9735	-6.1086	4.6171	-1.4211	-1.1938
HG00365	EUR	EUR	1e-4	0	8e-4	0	0.9991	-0.2976	8.8025	3.6165	9.7895	3.1122	6.9076	-0.6064	1.4943	-2.6863	-0.8268
HG00736	AMR	AMR	0	1e-4	0.9999	0	1e-4	3.3208	8.0683	5.5832	4.0335	5.2278	-3.9018	-1.8025	8.3169	-0.1915	-2.7774
NA19041	AFR	AFR	0	0.9997	3e-4	0	0	59.3447	-16.8862	-0.7451	-0.2809	3.4157	-2.0177	-1.7118	-2.4567	-0.6074	-3.2046
HG00121	EUR	EUR	0	0	0.1001	0	0.8999	-0.9544	13.2598	4.9656	8.5635	-1.1271	-0.7607	-4.8405	3.0378	-1.3943	-0.7949
NA19038	AFR	AFR	0	1	0	0	0	60.1249	-16.8866	0.3578	2.06	2.761	-4.5966	-7.9471	-1.5408	-2.8187	-5.6396
HG02804	AFR	AFR	0	1	0	0	0	63.1715	-16.3784	-0.6259	1.7035	0.8783	-1.8291	0.0476	6.6927	-2.4375	-2.7344
HG01312	AMR	AMR	0	2e-4	0.8037	2e-4	0.1958	8.1786	5.1031	6.4531	3.9615	3.2896	-6.2195	-4.2719	6.7839	4.3096	0.519
HG02588	AFR	AFR	0	0.9999	1e-4	0	0	60.9117	-15.8008	0.7067	0.9883	4.6723	-3.3975	-1.7737	4.467	0.6265	-2.2851
NA20850	SAS	SAS	0	0	0	1	0	-0.0176	0.0474	-12.3226	-1.6304	-0.6163	-5.1808	-4.0412	2.0137	-2.6006	-4.2759
HG00443	EAS	EAS	1	0	0	0	0	-7.704	-45.1884	2.5412	7.2463	0.2269	-1.1385	-4.3206	3.1698	-2.7853	0.0395
HG02072	EAS	EAS	1	0	0	0	0	-8.1661	-43.3952	1.6771	6.1255	7.2427	-3.7343	-5.597	5.7465	-5.5915	-1.6645
HG02111	AFR	AFR	0	0.9998	2e-4	0	0	58.3773	-15.4568	1.3002	3.7085	2.4484	-1.2144	-3.813	0.6921	-1.0818	1.4238
NA19091	EAS	EAS	1	0	0	0	0	-7.2417	-43.2031	0.8993	6.5043	-8.5829	-1.3878	-6.2939	5.0373	-1.5305	-4.5788
NA12717	EUR	EUR	0	0	0.0201	0	0.9799	1.6219	12.5519	5.622	9.5465	5.0572	-2.9854	-3.6788	5.7045	-2.5266	-1.6704
HG03078	AFR	AFR	0	1	0	0	0	63.2931	-16.8518	1.3766	0.6373	1.5783	-2.3284	-2.6339	7.3564	-0.0794	0.2094
NA19819	AFR	AFR	0	0.8607	0.1393	0	0	42.8192	-7.9137	2.989	4.2914	1.1041	2.5105	-4.1761	4.5699	-0.7179	0.9478
HG01070	AMR	AMR	0	0	0.8222	0	0.1778	4.081	3.9484	7.7797	0.7597	2.1386	-7.3959	-5.3008	5.6746	-7.5176	-1.8098
HG02028	EAS	EAS	1	0	0	0	0	-6.358	-43.1178	1.6335	9.1657	8.9361	-3.2166	-5.3999	3.3233	2.9129	-3.3724
HG02660	SAS	SAS	0	0	1e-4	0.9999	0	1.8862	-1.3036	-12.5923	-3.5035	1.2898	-0.6848	-6.0502	3.5937	-0.4711	1.6553
NA20507	EUR	EUR	0	0	0.0274	0	0.9726	1.2778	11.6717	3.0987	9.3736	-1.7401	-5.1837	-2.7801	3.4003	-2.2689	-0.0536
HG00159	EUR	EUR	0	0	0.0487	0	0.9513	-0.1546	12.3264	4.9814	9.5671	3.1799	-4.965	-1.7009	4.0391	0.7745	-1.3953
HG04183	SAS	SAS	0	0	0	1	0	1.9356	-11.3819	-16.227	-4.2531	1.3591	-3.6368	-4.5162	5.6978	-0.1104	-3.7127
HG01130	AMR	AMR	0.0017	0.0011	0.9862	0.0023	0.0088	2.8211	1.9884	9.3888	-1.6376	0.9868	-4.1002	0.2123	5.317	-1.6679	2.8272
